chr,start,end,miRNA,coverage,strand,state,gene_id,gene,gene_type,region,strand_rel,biotype
chr5,37054987,37055117,mmu-miR-466i-5p,8.58652596343598,+,Tn,ENSMUSG00000063646,Jakmip1,protein_coding,intron,sense,protein_coding
chr5,38526824,38526913,mmu-miR-17-5p,6.70716284281783,-,Tn,ENSMUSG00000005103,Wdr1,protein_coding,3' UTR,sense,protein_coding
chr5,62694847,62694960,mmu-miR-466i-5p,5.05641247641113,-,Tn,ENSMUSG00000037999,Arap2,protein_coding,intron,sense,protein_coding
chr5,64187356,64187435,mmu-miR-466i-5p,5.4196396151053,+,Tn,ENSMUSG00000029174,Tbc1d1,protein_coding,intron,sense,protein_coding
chr5,64195752,64195853,mmu-miR-466i-5p,11.0010677040186,+,Tn,ENSMUSG00000029174,Tbc1d1,protein_coding,intron,sense,protein_coding
chr5,64195866,64195984,mmu-miR-466i-5p,15.5967289072608,+,Tn,ENSMUSG00000029174,Tbc1d1,protein_coding,intron,sense,protein_coding
chr5,90331182,90331266,mmu-miR-466i-5p,5.92376339744071,-,Tn,ENSMUSG00000055204,Ankrd17,protein_coding,intron,sense,protein_coding
chr5,100426882,100426957,mmu-miR-24-3p,33.3934275793651,-,Tn,ENSMUSG00000097772,5430416N02Rik,lincRNA,intron,sense,lncRNA
chr5,105524073,105524171,mmu-miR-466i-5p,5.33074023700197,+,Tn,ENSMUSG00000054720,Lrrc8c,protein_coding,intron,sense,protein_coding
chr5,105524172,105524276,mmu-miR-466i-5p,5.0601482427437,+,Tn,ENSMUSG00000054720,Lrrc8c,protein_coding,intron,sense,protein_coding
chr5,106971388,106971413,mmu-miR-142a-5p,11.5,+,Tn,ENSMUSG00000029283,Cdc7,protein_coding,intron,sense,protein_coding
chr5,110982047,110982099,mmu-miR-466i-5p,4.5,+,Tn,ENSMUSG00000033209,Ttc28,protein_coding,intron,sense,protein_coding
chr5,112289095,112289160,mmu-miR-466i-5p,4.69002549838721,+,Tn,ENSMUSG00000029344,Tpst2,protein_coding,intron,sense,protein_coding
chr5,112289179,112289279,mmu-miR-466i-5p,15.5871562458705,+,Tn,ENSMUSG00000029344,Tpst2,protein_coding,intron,sense,protein_coding
chr5,112298350,112298448,mmu-miR-466i-5p,13.3145663817077,+,Tn,ENSMUSG00000029344,Tpst2,protein_coding,intron,sense,protein_coding
chr5,115103290,115103372,mmu-miR-142a-3p,33.5428393857311,-,Tn,ENSMUSG00000072692,Rpl37rt,transcribed_processed_pseudogene,ncRNA_exon,sense,pseudogene
chr5,115103373,115103449,mmu-miR-142a-3p,40.9024958518553,-,Tn,ENSMUSG00000072692,Rpl37rt,transcribed_processed_pseudogene,ncRNA_exon,sense,pseudogene
chr5,115489524,115489564,mmu-miR-92a-3p,7.25975144380955,+,Tn,ENSMUSG00000096243,Gm24265,snRNA,ncRNA_exon,sense,other_ncRNA
chr5,117158464,117158534,mmu-miR-466i-5p,4.33132183908046,+,Tn,ENSMUSG00000061288,Taok3,protein_coding,intron,sense,protein_coding
chr5,123455507,123455592,mmu-miR-466i-5p,14.4622934712294,+,Tn,ENSMUSG00000038342,Mlxip,protein_coding,3' UTR,sense,protein_coding
chr5,123455604,123455719,mmu-miR-466i-5p,13.82953706708,+,Tn,ENSMUSG00000038342,Mlxip,protein_coding,3' UTR,sense,protein_coding
chr5,136164911,136164966,mmu-miR-466f-3p,4.82003043941728,-,Tn,ENSMUSG00000039747,Orai2,protein_coding,intron,sense,protein_coding
chr5,137107047,137107147,mmu-miR-466i-5p,12.5217320261438,-,Tn,ENSMUSG00000043279,Trim56,protein_coding,3' UTR,sense,protein_coding
chr5,137754934,137755004,mmu-miR-466i-5p,6.48386418329295,+,Tn,ENSMUSG00000029723,Tsc22d4,protein_coding,intron,sense,protein_coding
chr5,137755072,137755163,mmu-miR-466i-5p,11.2237883735591,+,Tn,ENSMUSG00000029723,Tsc22d4,protein_coding,intron,sense,protein_coding
chr5,137756589,137756682,mmu-miR-466i-5p,8.4216432261062,+,Tn,ENSMUSG00000029723,Tsc22d4,protein_coding,intron,sense,protein_coding
chr5,137756683,137756759,mmu-miR-466i-5p,6.24870320838896,+,Tn,ENSMUSG00000029723,Tsc22d4,protein_coding,intron,sense,protein_coding
chr5,139392757,139392859,mmu-miR-24-3p,17.6502346047686,+,Tn,ENSMUSG00000044197,Gpr146,protein_coding,CDS,sense,protein_coding
chr5,139395612,139395753,mmu-miR-142a-3p,8.78584356819651,+,Tn,ENSMUSG00000044197,Gpr146,protein_coding,3' UTR,sense,protein_coding
chr5,140943538,140943618,mmu-miR-466i-5p,7.18859916530034,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140943841,140943912,mmu-miR-466i-5p,7.63342483689299,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140943931,140944004,mmu-miR-466i-5p,9.17806199633661,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140948698,140948776,mmu-miR-466i-5p,7.23664124496411,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140948807,140948912,mmu-miR-466i-5p,8.69172258794764,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140957170,140957233,mmu-miR-466i-5p,6.61247474747475,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140961934,140962078,mmu-miR-466i-5p,16.0095187493337,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140962097,140962160,mmu-miR-466i-5p,6.62006679005194,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,140990075,140990146,mmu-miR-466i-5p,3.42941176470588,-,Tn,ENSMUSG00000036526,Card11,protein_coding,intron,sense,protein_coding
chr5,142904139,142904195,mmu-let-7a-5p,18.8633201225451,-,Tn,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904139,142904195,mmu-miR-142a-3p,18.837310625523,-,Tn,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904422,142904510,mmu-miR-142a-3p,15.2569963427878,-,Tn,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904534,142904605,mmu-let-7a-5p,9.7336975364761,-,Tn,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,142904534,142904605,mmu-let-7g-5p,8.72466147039199,-,Tn,ENSMUSG00000029580,Actb,protein_coding,CDS,sense,protein_coding
chr5,144771333,144771397,mmu-miR-142a-3p,5.89675329410442,+,Tn,ENSMUSG00000045482,Trrap,protein_coding,intron,sense,protein_coding
chr5,144771333,144771397,mmu-miR-15b-5p,7.43292288938439,+,Tn,ENSMUSG00000045482,Trrap,protein_coding,intron,sense,protein_coding
chr5,144771398,144771494,mmu-miR-150-5p,4.19602646436304,+,Tn,ENSMUSG00000045482,Trrap,protein_coding,intron,sense,protein_coding
chr5,144771398,144771494,mmu-miR-466i-5p,6.7753216110296,+,Tn,ENSMUSG00000045482,Trrap,protein_coding,intron,sense,protein_coding
chr5,146261020,146261147,mmu-miR-150-5p,4.19240210693699,+,Tn,ENSMUSG00000029635,Cdk8,protein_coding,intron,sense,protein_coding
chr5,146261020,146261147,mmu-miR-378a-3p,15.8450498786516,+,Tn,ENSMUSG00000029635,Cdk8,protein_coding,intron,sense,protein_coding
chr5,146261167,146261224,mmu-miR-142a-3p,4.8064424984149,+,Tn,ENSMUSG00000029635,Cdk8,protein_coding,intron,sense,protein_coding
chr6,12021922,12021999,mmu-miR-466i-5p,4.30048923679061,+,Tn,ENSMUSG00000029629,Phf14,protein_coding,intron,sense,protein_coding
chr6,24518672,24518762,mmu-miR-92a-3p,4.20094683064794,-,Tn,ENSMUSG00000023089,Ndufa5,protein_coding,3' UTR,sense,protein_coding
chr6,24615653,24615765,mmu-miR-142a-3p,6.9099923027361,-,Tn,ENSMUSG00000029684,Wasl,protein_coding,3' UTR,sense,protein_coding
chr6,30249698,30249762,mmu-miR-466i-5p,4.23579575625381,-,Tn,ENSMUSG00000039159,Ube2h,protein_coding,intron,sense,protein_coding
chr6,35051084,35051229,mmu-let-7b-5p,19.8682610993658,-,Tn,ENSMUSG00000038784,Cnot4,protein_coding,CDS,sense,protein_coding
chr6,35510631,35510656,mmu-miR-466i-5p,6.58124336515901,-,Tn,ENSMUSG00000029840,Mtpn,protein_coding,3' UTR,sense,protein_coding
chr6,35510657,35510694,mmu-miR-466i-5p,7.97835978027416,-,Tn,ENSMUSG00000029840,Mtpn,protein_coding,3' UTR,sense,protein_coding
chr6,38502799,38502897,mmu-miR-26b-5p,3.48216899322339,+,Tn,ENSMUSG00000038538,Ubn2,protein_coding,3' UTR,sense,protein_coding
chr6,41548182,41548274,mmu-miR-24-3p,145.42106454024,+,Tn,ENSMUSG00000076498,Trbc2,TR_C_gene,3' UTR,sense,other
chr6,48691892,48692028,mmu-miR-142a-3p,13.1060393258427,+,Tn,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,48691892,48692028,mmu-miR-15a-5p,3.2655303030303,+,Tn,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,48691892,48692028,mmu-miR-16-5p,8.01948343371726,+,Tn,ENSMUSG00000054435,Gimap4,protein_coding,3' UTR,sense,protein_coding
chr6,48707828,48707903,mmu-miR-466i-5p,8.5439574518085,-,Tn,ENSMUSG00000047867,Gimap6,protein_coding,intron,sense,protein_coding
chr6,48707920,48708057,mmu-miR-92a-3p,15.5,-,Tn,ENSMUSG00000047867,Gimap6,protein_coding,CDS,sense,protein_coding
chr6,48767375,48767438,mmu-miR-466i-5p,6.45731438755381,-,Tn,ENSMUSG00000039264,Gimap3,protein_coding,intron,sense,protein_coding
chr6,48767460,48767529,mmu-miR-466i-5p,6.86833333333333,-,Tn,ENSMUSG00000039264,Gimap3,protein_coding,5' UTR,sense,protein_coding
chr6,58844514,58844622,mmu-miR-466i-5p,5.3807540521494,+,Tn,ENSMUSG00000029804,Herc3,protein_coding,intron,sense,protein_coding
chr6,71337043,71337128,mmu-miR-92a-3p,15.5718700755956,+,Tn,ENSMUSG00000053044,Cd8b1,protein_coding,3' UTR,sense,protein_coding
chr6,71363049,71363133,mmu-miR-466i-5p,5.72768995410505,+,Tn,ENSMUSG00000108289,Gm44174,lincRNA,intron,sense,lncRNA
chr6,71363150,71363224,mmu-miR-466i-5p,8.76422093826147,+,Tn,ENSMUSG00000108289,Gm44174,lincRNA,intron,sense,lncRNA
chr6,71370160,71370225,mmu-miR-466f-3p,5.02767190792401,+,Tn,ENSMUSG00000108289,Gm44174,lincRNA,intron,sense,lncRNA
chr6,83426148,83426248,mmu-miR-466i-5p,12.2551757576811,-,Tn,ENSMUSG00000034832,Tet3,protein_coding,intron,sense,protein_coding
chr6,87000702,87000789,mmu-miR-466i-5p,4.5,+,Tn,ENSMUSG00000057230,Aak1,protein_coding,3' UTR,sense,protein_coding
chr6,98944631,98944724,mmu-miR-142a-3p,6.4069065547742,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,CDS,sense,protein_coding
chr6,99035075,99035136,mmu-miR-466i-5p,4.6211105346653,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99042269,99042347,mmu-miR-466i-5p,6.1272335240777,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99047829,99047896,mmu-miR-466i-5p,7.5709603460291,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99065986,99066070,mmu-miR-466i-5p,15.0494532105774,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99144794,99144875,mmu-miR-466i-5p,7.11888733638892,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99144887,99144949,mmu-miR-466i-5p,6.94135903079669,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99196799,99196871,mmu-miR-466i-5p,7.81675010622379,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99200990,99201073,mmu-miR-466i-5p,5.74360029356823,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99252769,99252850,mmu-miR-466i-5p,12.0267180087337,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99252861,99252929,mmu-miR-466i-5p,8.0602055512131,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99256844,99256974,mmu-miR-466i-5p,13.0892893540033,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99257005,99257065,mmu-miR-466i-5p,5.64289271763364,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,99403587,99403657,mmu-miR-466i-5p,3.96710526315789,-,Tn,ENSMUSG00000030067,Foxp1,protein_coding,intron,sense,protein_coding
chr6,120482467,120482553,mmu-miR-466i-5p,21.2939329264897,+,Tn,ENSMUSG00000002897,Il17ra,protein_coding,3' UTR,sense,protein_coding
chr6,120482554,120482670,mmu-miR-466i-5p,13.5605205000921,+,Tn,ENSMUSG00000002897,Il17ra,protein_coding,3' UTR,sense,protein_coding
chr6,127128541,127128639,mmu-miR-15b-5p,4.47981986802212,-,Tn,ENSMUSG00000000184,Ccnd2,protein_coding,3' UTR,sense,protein_coding
chr6,127670938,127671027,mmu-miR-466i-5p,8.96102491258741,+,Tn,ENSMUSG00000061414,Cracr2a,protein_coding,3' UTR,sense,protein_coding
chr6,129267477,129267543,mmu-miR-92a-3p,46.9972290149673,-,Tn,ENSMUSG00000030156,Cd69,protein_coding,3' UTR,sense,protein_coding
chr6,129267544,129267592,mmu-miR-92a-3p,26.2629209338927,-,Tn,ENSMUSG00000030156,Cd69,protein_coding,3' UTR,sense,protein_coding
chr6,129595417,129595524,mmu-miR-92a-3p,10.0920901804284,+,Tn,ENSMUSG00000030165,Klrd1,protein_coding,CDS,sense,protein_coding
chr6,134924317,134924465,mmu-miR-142a-3p,34.5400114591291,+,Tn,ENSMUSG00000003031,Cdkn1b,protein_coding,3' UTR,sense,protein_coding
chr6,134925383,134925470,mmu-miR-24-3p,6.20570359872686,+,Tn,ENSMUSG00000003031,Cdkn1b,protein_coding,3' UTR,sense,protein_coding
chr6,136583456,136583565,mmu-miR-466i-5p,12.8430427453023,+,Tn,ENSMUSG00000030213,Atf7ip,protein_coding,intron,sense,protein_coding
chr6,136583982,136584136,mmu-miR-466i-5p,22.6972641614012,+,Tn,ENSMUSG00000030213,Atf7ip,protein_coding,intron,sense,protein_coding
chr6,136584343,136584460,mmu-miR-466i-5p,19.728328950611,+,Tn,ENSMUSG00000030213,Atf7ip,protein_coding,intron,sense,protein_coding
chr6,142896947,142897019,mmu-miR-466i-5p,3.9951990666903,-,Tn,ENSMUSG00000030283,St8sia1,protein_coding,intron,sense,protein_coding
chr6,146201816,146201891,mmu-miR-466i-5p,5.64855794790005,-,Tn,ENSMUSG00000030287,Itpr2,protein_coding,intron,sense,protein_coding
chr7,12926583,12926682,mmu-miR-16-5p,10.3694478486366,+,Tn,ENSMUSG00000012848,Rps5,protein_coding,3' UTR,sense,protein_coding
chr7,24372308,24372453,mmu-miR-466i-5p,6.14000521143538,+,Tn,ENSMUSG00000054342,Kcnn4,protein_coding,intron,sense,protein_coding
chr7,24905372,24905456,mmu-miR-466i-5p,6.76622036023712,+,Tn,ENSMUSG00000040940,Arhgef1,protein_coding,intron,sense,protein_coding
chr7,27477140,27477168,mmu-miR-92a-3p,60.382987735032,+,Tn,ENSMUSG00000055200,Sertad3,protein_coding,3' UTR,sense,protein_coding
chr7,27477169,27477189,mmu-miR-92a-3p,48.4589889855341,+,Tn,ENSMUSG00000055200,Sertad3,protein_coding,3' UTR,sense,protein_coding
chr7,27477194,27477223,mmu-miR-92a-3p,5.9075018253169,+,Tn,ENSMUSG00000055200,Sertad3,protein_coding,3' UTR,sense,protein_coding
chr7,28377350,28377442,mmu-miR-29a-3p,23.1987197776119,-,Tn,ENSMUSG00000044786,Zfp36,protein_coding,3' UTR,sense,protein_coding
chr7,31150308,31150389,mmu-miR-466i-5p,5.47093193031235,-,Tn,ENSMUSG00000001248,Gramd1a,protein_coding,intron,sense,protein_coding
chr7,45121761,45121768,mmu-miR-142a-3p,6.91128818698041,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121761,45121768,mmu-miR-150-5p,10.048675253046,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121761,45121768,mmu-miR-652-3p,3.80105708936373,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-let-7a-5p,6.39151183787616,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-let-7b-5p,6.30096471966037,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-142a-3p,12.5895535501027,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-150-3p,5.71063785325715,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-150-5p,18.733766591913,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-16-5p,3.72548656255178,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-378a-3p,3.90641677734927,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-652-3p,6.61481262444649,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45121769,45121783,mmu-miR-92a-3p,4.48464880960008,+,Tn,ENSMUSG00000065495,Mir150,miRNA,ncRNA_exon,sense,miRNA
chr7,45126619,45126659,mmu-miR-15b-5p,17.7153739596909,-,Tn,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126880,45126896,mmu-miR-142a-3p,8.16664548059771,-,Tn,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126880,45126896,mmu-miR-5121,50.6519640672167,-,Tn,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126898,45126925,mmu-miR-142a-3p,11.3475490138488,-,Tn,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,45126898,45126925,mmu-miR-5121,92.7675097427379,-,Tn,ENSMUSG00000074129,Rpl13a,protein_coding,ncRNA_exon,sense,protein_coding
chr7,46398463,46398566,mmu-miR-466i-5p,4.11863935857744,+,Tn,ENSMUSG00000058975,Kcnc1,protein_coding,intron,sense,protein_coding
chr7,63890062,63890130,mmu-miR-466i-5p,4.59017411160268,-,Tn,ENSMUSG00000052040,Klf13,protein_coding,3' UTR,sense,protein_coding
chr7,63905751,63905843,mmu-miR-466i-5p,4.43859649122807,-,Tn,ENSMUSG00000052040,Klf13,protein_coding,intron,sense,protein_coding
chr7,68282474,68282556,mmu-miR-466i-5p,5.39586383893679,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68289536,68289626,mmu-miR-466f-3p,3.84166666666667,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68326910,68326983,mmu-miR-466i-5p,6.30881788736274,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68330266,68330346,mmu-miR-466i-5p,6.42186558167571,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68359017,68359083,mmu-miR-466i-5p,8.56277519630248,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68359112,68359258,mmu-miR-466i-5p,11.3512824252995,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68359333,68359483,mmu-miR-466i-5p,11.6602979948709,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,68359484,68359559,mmu-miR-466i-5p,8.29055251345356,+,Tn,ENSMUSG00000074071,Fam169b,protein_coding,intron,sense,protein_coding
chr7,73557257,73557371,mmu-miR-26b-5p,20.3995970243563,-,Tn,ENSMUSG00000101970,1810026B05Rik,processed_transcript,intron,sense,lncRNA
chr7,74554531,74554595,mmu-miR-3960,4.98484848484848,-,Tn,ENSMUSG00000025790,Slco3a1,protein_coding,5' UTR,sense,protein_coding
chr7,80728515,80728707,mmu-miR-466i-5p,10.2091401252758,-,Tn,ENSMUSG00000030536,Iqgap1,protein_coding,intron,sense,protein_coding
chr7,83646077,83646198,mmu-miR-466i-5p,5.82089552238806,-,Tn,ENSMUSG00000001741,Il16,protein_coding,intron,sense,protein_coding
chr7,99964911,99964991,mmu-miR-466i-5p,4.39444085326438,-,Tn,ENSMUSG00000058761,Rnf169,protein_coding,intron,sense,protein_coding
chr7,101495802,101495891,mmu-miR-466i-5p,8.74229326316049,+,Tn,ENSMUSG00000030653,Gm45837,protein_coding,intron,sense,protein_coding
chr7,102388523,102388622,mmu-miR-466f-3p,7.65589970666607,+,Tn,ENSMUSG00000030987,Stim1,protein_coding,intron,sense,protein_coding
chr7,114077508,114077583,mmu-miR-466i-5p,3.91954022988506,-,Tn,ENSMUSG00000055723,Rras2,protein_coding,intron,sense,protein_coding
chr7,114089638,114089717,mmu-miR-466i-5p,6.57055729268452,-,Tn,ENSMUSG00000055723,Rras2,protein_coding,intron,sense,protein_coding
chr7,114436085,114436149,mmu-miR-466i-5p,3.86522014570795,+,Tn,ENSMUSG00000030671,Pde3b,protein_coding,intron,sense,protein_coding
chr7,119740155,119740255,mmu-miR-26a-5p,69.8102835167482,+,Tn,ENSMUSG00000100153,Ppp1ccb,transcribed_processed_pseudogene,ncRNA_exon,sense,pseudogene
chr7,122297939,122298008,mmu-miR-466i-5p,4.392922414655,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122347722,122347824,mmu-miR-466i-5p,15.008237399806,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122347825,122347918,mmu-miR-466i-5p,10.8302176196607,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122389917,122390031,mmu-miR-466i-5p,7.73440353073752,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122390032,122390155,mmu-miR-466i-5p,12.4814935242194,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122390156,122390244,mmu-miR-466i-5p,9.79878133777542,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122422066,122422168,mmu-miR-466i-5p,5.08200703761816,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122603021,122603100,mmu-miR-466i-5p,9.42744185481543,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,122616542,122616626,mmu-miR-466i-5p,7.10816465967554,+,Tn,ENSMUSG00000052889,Prkcb,protein_coding,intron,sense,protein_coding
chr7,123184142,123184227,mmu-miR-26b-5p,5.97665773602865,+,Tn,ENSMUSG00000052707,Tnrc6a,protein_coding,CDS,sense,protein_coding
chr7,125612413,125612559,mmu-miR-466i-5p,3.72589846328376,+,Tn,ENSMUSG00000030745,Il21r,protein_coding,intron,sense,protein_coding
chr7,125632998,125633059,mmu-miR-466i-5p,31.3564611327388,+,Tn,ENSMUSG00000030745,Il21r,protein_coding,3' UTR,sense,protein_coding
chr7,125633060,125633151,mmu-miR-466i-5p,64.7569493037169,+,Tn,ENSMUSG00000030745,Il21r,protein_coding,3' UTR,sense,protein_coding
chr7,128704818,128704919,mmu-miR-466i-5p,8.29997163431285,-,Tn,ENSMUSG00000048170,Mcmbp,protein_coding,intron,sense,protein_coding
chr7,128704920,128704978,mmu-miR-466i-5p,5.17952003412039,-,Tn,ENSMUSG00000048170,Mcmbp,protein_coding,intron,sense,protein_coding
chr7,143608570,143608688,mmu-miR-142a-3p,4.74672401786537,-,Tn,ENSMUSG00000045362,Tnfrsf26,protein_coding,3' UTR,sense,protein_coding
chr8,3370268,3370349,mmu-miR-466i-5p,8.10789972586282,+,Tn,ENSMUSG00000004568,Arhgef18,protein_coding,intron,sense,protein_coding
chr8,3374748,3374845,mmu-miR-466i-5p,6.59444444444444,+,Tn,ENSMUSG00000004568,Arhgef18,protein_coding,intron,sense,protein_coding
chr8,3389479,3389565,mmu-miR-466i-5p,4.45054945054945,+,Tn,ENSMUSG00000004568,Arhgef18,protein_coding,3' UTR,sense,protein_coding
chr8,3390330,3390422,mmu-miR-466i-5p,7.42895838594846,+,Tn,ENSMUSG00000004568,Arhgef18,protein_coding,intron,sense,protein_coding
chr8,3390423,3390535,mmu-miR-466i-5p,8.7400258954303,+,Tn,ENSMUSG00000004568,Arhgef18,protein_coding,intron,sense,protein_coding
chr8,3404996,3405057,mmu-miR-466i-5p,7.56306177773438,+,Tn,ENSMUSG00000004568,Arhgef18,protein_coding,intron,sense,protein_coding
chr8,11635697,11635759,mmu-miR-7238-3p,4,-,Tn,ENSMUSG00000031508,Ankrd10,protein_coding,5' UTR,sense,protein_coding
chr8,13601161,13601245,mmu-miR-466i-5p,4.86088864011135,-,Tn,ENSMUSG00000031453,Rasa3,protein_coding,intron,sense,protein_coding
chr8,13973185,13973245,mmu-miR-466i-5p,4.59414250217903,-,Tn,ENSMUSG00000050052,Tdrp,protein_coding,ncRNA_exon,sense,protein_coding
chr8,25717305,25717379,mmu-miR-466i-5p,4.32656922418426,+,Tn,ENSMUSG00000054823,Nsd3,protein_coding,3' UTR,sense,protein_coding
chr8,79190829,79190939,mmu-miR-466i-5p,5.28621993390117,+,Tn,ENSMUSG00000071064,Zfp827,protein_coding,3' UTR,sense,protein_coding
chr8,81797524,81797590,mmu-miR-466i-5p,9.68275415096772,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,81797603,81797688,mmu-miR-466i-5p,16.451938495674,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,81805910,81805987,mmu-miR-466i-5p,4.58280252768967,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,81807273,81807355,mmu-miR-466i-5p,10.6456247066042,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,81825382,81825452,mmu-miR-466i-5p,5.65852531179323,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,82074737,82074825,mmu-miR-466i-5p,5.01502821502822,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,82080304,82080377,mmu-miR-466i-5p,7.29615773715734,+,Tn,ENSMUSG00000037940,Inpp4b,protein_coding,intron,sense,protein_coding
chr8,83611421,83611506,mmu-miR-466i-5p,6.59285086893783,+,Tn,ENSMUSG00000005483,Dnajb1,protein_coding,3' UTR,sense,protein_coding
