"module","gene"
"miR29a_targets_score_lt_neg0.2","Gfod1"
"miR29a_targets_score_lt_neg0.2","Vash2"
"miR29a_targets_score_lt_neg0.2","Slc5a8"
"miR29a_targets_score_lt_neg0.2","Sh3rf3"
"miR29a_targets_score_lt_neg0.2","Wbp1l"
"miR29a_targets_score_lt_neg0.2","Fbrs"
"miR29a_targets_score_lt_neg0.2","Stx16"
"miR29a_targets_score_lt_neg0.2","Nsd1"
"miR29a_targets_score_lt_neg0.2","Mapre2"
"miR29a_targets_score_lt_neg0.2","Hspg2"
"miR29a_targets_score_lt_neg0.2","Palm"
"miR29a_targets_score_lt_neg0.2","Pcgf3"
"miR29a_targets_score_lt_neg0.2","Wac"
"miR29a_targets_score_lt_neg0.2","Sp1"
"miR29a_targets_score_lt_neg0.2","Pten"
"miR29a_targets_score_lt_neg0.2","Tmem65"
"miR29a_targets_score_lt_neg0.2","Enpp2"
"miR29a_targets_score_lt_neg0.2","Def8"
"miR29a_targets_score_lt_neg0.2","Kctd21"
"miR29a_targets_score_lt_neg0.2","Car3"
"miR29a_targets_score_lt_neg0.2","Phldb3"
"miR29a_targets_score_lt_neg0.2","Dnmt3a"
"miR29a_targets_score_lt_neg0.2","Arvcf"
"miR29a_targets_score_lt_neg0.2","Kpna4"
"miR29a_targets_score_lt_neg0.2","Lrp6"
"miR29a_targets_score_lt_neg0.2","Arhgap28"
"miR29a_targets_score_lt_neg0.2","Lemd2"
"miR29a_targets_score_lt_neg0.2","Hs3st3b1"
"miR29a_targets_score_lt_neg0.2","Slc25a44"
"miR29a_targets_score_lt_neg0.2","Tmem86a"
"miR29a_targets_score_lt_neg0.2","Plcxd2"
"miR29a_targets_score_lt_neg0.2","Cnot6"
"miR29a_targets_score_lt_neg0.2","Sox12"
"miR29a_targets_score_lt_neg0.2","Ammecr1"
"miR29a_targets_score_lt_neg0.2","Hmcn1"
"miR29a_targets_score_lt_neg0.2","Scn3b"
"miR29a_targets_score_lt_neg0.2","Mblac2"
"miR29a_targets_score_lt_neg0.2","Ubfd1"
"miR29a_targets_score_lt_neg0.2","D630045J12Rik"
"miR29a_targets_score_lt_neg0.2","Fermt2"
"miR29a_targets_score_lt_neg0.2","Prkg1"
"miR29a_targets_score_lt_neg0.2","Atxn1l"
"miR29a_targets_score_lt_neg0.2","Col5a1"
"miR29a_targets_score_lt_neg0.2","Otud4"
"miR29a_targets_score_lt_neg0.2","Slco5a1"
"miR29a_targets_score_lt_neg0.2","Igf1"
"miR29a_targets_score_lt_neg0.2","Kbtbd8"
"miR29a_targets_score_lt_neg0.2","Chmp6"
"miR29a_targets_score_lt_neg0.2","Kifc2"
"miR29a_targets_score_lt_neg0.2","Runx1t1"
"miR29a_targets_score_lt_neg0.2","Clock"
"miR29a_targets_score_lt_neg0.2","Mtmr4"
"miR29a_targets_score_lt_neg0.2","Nrsn1"
"miR29a_targets_score_lt_neg0.2","Bace1"
"miR29a_targets_score_lt_neg0.2","Itga6"
"miR29a_targets_score_lt_neg0.2","Rab12"
"miR29a_targets_score_lt_neg0.2","Grin2b"
"miR29a_targets_score_lt_neg0.2","Dcun1d4"
"miR29a_targets_score_lt_neg0.2","Rnf165"
"miR29a_targets_score_lt_neg0.2","Calm3"
"miR29a_targets_score_lt_neg0.2","Dpp4"
"miR29a_targets_score_lt_neg0.2","Ccdc117"
"miR29a_targets_score_lt_neg0.2","F11r"
"miR29a_targets_score_lt_neg0.2","Tmem178b"
"miR29a_targets_score_lt_neg0.2","Frmd4a"
"miR29a_targets_score_lt_neg0.2","Mat2a"
"miR29a_targets_score_lt_neg0.2","Pgap1"
"miR29a_targets_score_lt_neg0.2","Rarb"
"miR29a_targets_score_lt_neg0.2","Spsb4"
"miR29a_targets_score_lt_neg0.2","Prr14l"
"miR29a_targets_score_lt_neg0.2","Foxj2"
"miR29a_targets_score_lt_neg0.2","Ddi2"
"miR29a_targets_score_lt_neg0.2","Agpat4"
"miR29a_targets_score_lt_neg0.2","Gan"
"miR29a_targets_score_lt_neg0.2","Zbtb10"
"miR29a_targets_score_lt_neg0.2","Cox10"
"miR29a_targets_score_lt_neg0.2","Pdgfb"
"miR29a_targets_score_lt_neg0.2","Cdkl2"
"miR29a_targets_score_lt_neg0.2","Rcor1"
"miR29a_targets_score_lt_neg0.2","Htr7"
"miR29a_targets_score_lt_neg0.2","Arrdc4"
"miR29a_targets_score_lt_neg0.2","Tmed9"
"miR29a_targets_score_lt_neg0.2","Foxn2"
"miR29a_targets_score_lt_neg0.2","Elavl4"
"miR29a_targets_score_lt_neg0.2","Pex5"
"miR29a_targets_score_lt_neg0.2","Mest"
"miR29a_targets_score_lt_neg0.2","Emp2"
"miR29a_targets_score_lt_neg0.2","Cecr2"
"miR29a_targets_score_lt_neg0.2","Slk"
"miR29a_targets_score_lt_neg0.2","Hdgf"
"miR29a_targets_score_lt_neg0.2","Ap4e1"
"miR29a_targets_score_lt_neg0.2","Eif3j1"
"miR29a_targets_score_lt_neg0.2","Lpl"
"miR29a_targets_score_lt_neg0.2","Pcsk5"
"miR29a_targets_score_lt_neg0.2","Akap17b"
"miR29a_targets_score_lt_neg0.2","Rnf169"
"miR29a_targets_score_lt_neg0.2","Fzd5"
"miR29a_targets_score_lt_neg0.2","Sidt1"
"miR29a_targets_score_lt_neg0.2","Mafb"
"miR29a_targets_score_lt_neg0.2","Syt14"
"miR29a_targets_score_lt_neg0.2","Fam83f"
"miR29a_targets_score_lt_neg0.2","Ppp1r15b"
"miR29a_targets_score_lt_neg0.2","Atp2b1"
"miR29a_targets_score_lt_neg0.2","Gas7"
"miR29a_targets_score_lt_neg0.2","Rnf150"
"miR29a_targets_score_lt_neg0.2","Nav1"
"miR29a_targets_score_lt_neg0.2","Gng12"
"miR29a_targets_score_lt_neg0.2","Stx1a"
"miR29a_targets_score_lt_neg0.2","Nfix"
"miR29a_targets_score_lt_neg0.2","Gtf3c4"
"miR29a_targets_score_lt_neg0.2","Slc35b2"
"miR29a_targets_score_lt_neg0.2","Jarid2"
"miR29a_targets_score_lt_neg0.2","Ror1"
"miR29a_targets_score_lt_neg0.2","Mief1"
"miR29a_targets_score_lt_neg0.2","Gmeb1"
"miR29a_targets_score_lt_neg0.2","Coro6"
"miR29a_targets_score_lt_neg0.2","Ago3"
"miR29a_targets_score_lt_neg0.2","Strn3"
"miR29a_targets_score_lt_neg0.2","Epha1"
"miR29a_targets_score_lt_neg0.2","Psme4"
"miR29a_targets_score_lt_neg0.2","Tubb2b"
"miR29a_targets_score_lt_neg0.2","Tmod3"
"miR29a_targets_score_lt_neg0.2","Strn"
"miR29a_targets_score_lt_neg0.2","Akt3"
"miR29a_targets_score_lt_neg0.2","Mob1a"
"miR29a_targets_score_lt_neg0.2","Gsk3b"
"miR29a_targets_score_lt_neg0.2","Adamts6"
"miR29a_targets_score_lt_neg0.2","Frem1"
"miR29a_targets_score_lt_neg0.2","Etv4"
"miR29a_targets_score_lt_neg0.2","Nlrx1"
"miR29a_targets_score_lt_neg0.2","Gm10300"
"miR29a_targets_score_lt_neg0.2","Cenpb"
"miR29a_targets_score_lt_neg0.2","Slc39a9"
"miR29a_targets_score_lt_neg0.2","Ppip5k2"
"miR29a_targets_score_lt_neg0.2","Tbx21"
"miR29a_targets_score_lt_neg0.2","Abi1"
"miR29a_targets_score_lt_neg0.2","Map4k4"
"miR29a_targets_score_lt_neg0.2","Mapkbp1"
"miR29a_targets_score_lt_neg0.2","Naa60"
"miR29a_targets_score_lt_neg0.2","Rnd1"
"miR29a_targets_score_lt_neg0.2","Xkr7"
"miR29a_targets_score_lt_neg0.2","Lmln"
"miR29a_targets_score_lt_neg0.2","Slc24a4"
"miR29a_targets_score_lt_neg0.2","Atp2b4"
"miR29a_targets_score_lt_neg0.2","Zmiz1"
"miR29a_targets_score_lt_neg0.2","Col25a1"
"miR29a_targets_score_lt_neg0.2","Map2k6"
"miR29a_targets_score_lt_neg0.2","Zfp174"
"miR29a_targets_score_lt_neg0.2","Dlgap2"
"miR29a_targets_score_lt_neg0.2","Plekha1"
"miR29a_targets_score_lt_neg0.2","Rbmx"
"miR29a_targets_score_lt_neg0.2","Wdfy1"
"miR29a_targets_score_lt_neg0.2","Gpam"
"miR29a_targets_score_lt_neg0.2","Bbc3"
"miR29a_targets_score_lt_neg0.2","Clcn5"
"miR29a_targets_score_lt_neg0.2","Mtx3"
"miR29a_targets_score_lt_neg0.2","Camk1d"
"miR29a_targets_score_lt_neg0.2","E2f7"
"miR29a_targets_score_lt_neg0.2","Stx17"
"miR29a_targets_score_lt_neg0.2","Pitpnm2"
"miR29a_targets_score_lt_neg0.2","Sh3pxd2a"
"miR29a_targets_score_lt_neg0.2","Hpcal4"
"miR29a_targets_score_lt_neg0.2","Nfic"
"miR29a_targets_score_lt_neg0.2","Osbp"
"miR29a_targets_score_lt_neg0.2","Zkscan4"
"miR29a_targets_score_lt_neg0.2","Adamts7"
"miR29a_targets_score_lt_neg0.2","Gk5"
"miR29a_targets_score_lt_neg0.2","Cbx3"
"miR29a_targets_score_lt_neg0.2","Parg"
"miR29a_targets_score_lt_neg0.2","Slc16a1"
"miR29a_targets_score_lt_neg0.2","Smurf2"
"miR29a_targets_score_lt_neg0.2","Elmo2"
"miR29a_targets_score_lt_neg0.2","Med26"
"miR29a_targets_score_lt_neg0.2","Dtx4"
"miR29a_targets_score_lt_neg0.2","Zbtb40"
"miR29a_targets_score_lt_neg0.2","Gab1"
"miR29a_targets_score_lt_neg0.2","Antxr2"
"miR29a_targets_score_lt_neg0.2","Vash1"
